DPP_ID,Sector,Product_Name,Manufacturer,Manufacturing_Country_ISO2,Manufacturing_Date,Product_Version,Unit_of_Measure,Product_Weight_kg,Expected_Lifetime_Years,Primary_Material_pct,Secondary_Material_pct,Other_Materials_pct,Recycled_Content_pct,Bio_Based_Content_pct,CRM_Composition_detail,CRM_Total_pct,Hazardous_Substances,Hazardous_Flag,GWP_Total_kgCO2eq,GWP_A1_A3_Extraction_kgCO2eq,GWP_A4_A5_Manufacturing_kgCO2eq,GWP_B_Use_Phase_kgCO2eq,GWP_C_EoL_kgCO2eq,LCA_Extraction_pct,LCA_Manufacturing_pct,LCA_Use_Phase_pct,LCA_EoL_pct,LCA_Sum_check,Energy_Manufacturing_MJ,Renewable_Energy_Share_pct,Water_Usage_Litres,Land_Use_m2a,Eutrophication_kgPeq,Acidification_molHp,Particulate_Matter_kgPM25eq,Resource_Depletion_kgSbeq,Recyclability_Score_pct,Repairability_Score_1_10,Durability_Index_0_1,Disassembly_Time_min,Spare_Parts_Available_Years,Design_for_Disassembly,Remanufacturing_Potential,EoL_Scenario,EoL_Recovery_Rate_pct,EoL_Treatment_Country,Collection_Infrastructure,Primary_Supply_Country,Supply_Concentration_Risk_1_10,Transport_Distance_km,Transport_GWP_kgCO2eq,Conflict_Minerals_Flag,Social_Risk_Score_1_10,Certifications,REACH_SVHC_Compliant,RoHS_Compliant,ESPR_Applicable,EU_Battery_Reg_Applicable,CRMA_Strategic_Material,DPP_Completeness_Score,DPP_Data_Quality,DPP_Verifier,DPP_Issue_Date,DPP_Expiry_Date,DPP_Standard_Version,Data_Source,Anomaly_Flag,Anomaly_Type,Anomaly_Severity,Unnamed: 70,Unnamed: 71,ANOMALY LABELS
DPP-ELE-00718,Electronics,Smartphone (flagship),Knauf Insulation (DE),DK,2021-07-02,v3.3,unit,196.206,3,1.41,13.3,,19.8,2.5,Neodymium: 0.9793%; Platinum: 7.7977%,8.777,PBB,True,826821.6,145520.6,233990.51,47955.65,399354.83,17.6,28.3,5.8,48.3,100,4579.1,68.9,3014.63,164.829,0.64103,,1.733485,0.0805087,14.8,9.5,0.597,,2.0,Partial,Medium,Landfill (residual waste),30.8,HU,Take-back scheme,CL,4.3,10725.0,526.077,True,7.8,ISO 50001; ISO 14001:2015; Bluesign®,True,,False,False,True,0.833,Medium,Bureau Veritas,2021-10-19,2026-10-18,ESPR 2024/1781 v1.0,Third-party audit,True,EOL recovery > recyclability (logical inconsistency),Medium,,,
DPP-ELE-00719,Electronics,Smart Meter,Patagonia Inc. (US),HU,2022-07-11,v2.3,unit,140.491,15,31.2,68.8,,26.7,2.9,Neodymium: 6.8141%; Cobalt: 0.0814%; Gallium: 3.8430%,10.7385,Lead solder (legacy); Hexavalent Chromium,True,659192.17,112062.67,172049.16,147659.05,227421.3,17.0,26.1,22.4,34.5,100,1644.8,44.7,52648.65,109.509,14.51204,6.08022,1.090498,1.0350723,39.9,17.1,0.628,87.0,6.0,Yes,Medium,Composting (bio-based only),62.4,IT,PRO (Producer Responsibility),BR,1.4,17651.0,619.952,False,5.5,CE Marking; Cradle to Cradle Certified; FSC Certified,True,True,True,False,True,0.584,Medium,Bureau Veritas,2023-01-02,2026-01-01,ESPR 2024/1781 v1.0,Manufacturer declaration,True,Repairability score >10 (out of scale),Medium,,,
DPP-ELE-00720,Electronics,"Laptop Computer 15""",Lanxess AG (DE),FI,2027-12-09,v3.5,unit,160.137,14,34.59,,0,15.1,2.5,Neodymium: 5.4089%; Dysprosium: 8.2860%,13.6949,Lead solder (legacy); PBDE,True,19912.62,2230.21,5097.63,3146.19,9438.58,11.2,25.6,15.8,47.4,100,1379.79,47.4,43462.45,83.932,34.51452,16.86773,4.674938,1.7134038,67.0,7.5,0.324,180.0,1.0,No,Not assessed,Mechanical recycling,65.7,RO,Take-back scheme,US,3.0,6034.0,241.567,False,1.4,EPD (Environmental Product Declaration),True,True,False,False,True,0.72,Medium,DNV,2019-11-26,2022-11-25,ESPR 2024/1781 v1.0,Manufacturer declaration,True,Manufacturing date in future (temporal anomaly),High,,,
DPP-CHE-00721,Chemistry,Green Hydrogen Electrolyte,EcoTex Nordic (SE),AT,2025-01-06,v5.5,kg,454.323,5,17.23,42.27,,28.0,6.2,Lanthanum: 0.6704%; Praseodymium: 7.3724%,8.0428,Formaldehyde,True,1682877.12,252431.57,265894.58,126215.78,1038335.18,15.0,15.8,7.5,61.7,100,4704.91,73.5,119118.18,182.427,19.86356,15.18784,1.328775,0.6152369,50.2,7.0,0.535,153.0,0.0,Partial,Low,Landfill (residual waste),61.5,CZ,PRO (Producer Responsibility),CL,6.5,4997.0,567.563,True,3.0,EN 15804+A2,True,True,True,False,True,0.972,Medium,SGS,2025-04-30,2027-04-30,ESPR 2024/1781 v1.0,Manufacturer declaration,False,Normal,,,,
DPP-CHE-00722,Chemistry,Waterborne Epoxy Coating,Evonik Industries (DE),ES,2020-04-14,v3.3,kg,364.039,18,41.73,38.9,19.37,1.2,21.9,,0.0,Benzene,True,1438526.25,,532254.71,84873.05,313598.72,35.3,37.0,5.9,,100,16444.29,4.7,124857.32,151.737,49.05728,17.48651,1.759026,0.3777893,39.8,6.9,0.789,153.0,8.0,No,High,Chemical recycling (pyrolysis),41.6,NO,Take-back scheme,PE,7.8,2854.0,259.742,False,1.2,EN 15804+A2,True,True,True,False,,0.746,Medium,Bureau Veritas,2020-05-09,2025-05-08,ESPR 2024/1781 v1.0,Hybrid (measured + modelled),True,Missing CRM declaration (regulatory gap),High,,,
DPP-CHE-00723,Chemistry,Biodegradable Surfactant Blend,Northvolt AB (SE),FR,2022-12-25,v3.3,kg,70.474,3,,20.08,18.86,27.5,3.3,Praseodymium: 2.2194%; Europium: 2.1052%; Cerium: 2.4773%,6.8019,Styrene,,129531.01,25517.61,50905.69,39895.55,13212.16,19.7,39.3,30.8,10.2,100,2756.06,13.6,,59.773,33.61483,7.20184,0.599768,0.6992151,72.2,2.6,0.598,137.0,1.0,Partial,Low,Upcycling to new application,78.6,RO,Municipal WEEE,IN,5.4,8256.0,145.458,True,5.9,ISO 14040/44 LCA; Bluesign®,True,True,False,False,True,0.778,Medium,Self-declared,2023-02-03,2027-02-02,ESPR 2024/1781 v1.0,Manufacturer declaration,False,Normal,,,,
DPP-CHE-00724,Chemistry,Ion Exchange Resin (water treatment),ams-OSRAM (AT),NO,2021-04-04,v3.7,kg,181.059,11,9.2,27.01,63.79,4.1,22.3,Rhodium: 0.0913%; Praseodymium: 7.2832%,7.3745,None declared,False,94420.07,20017.05,30969.78,35407.53,8025.71,21.2,32.8,37.5,8.5,100,,12.7,,43.22,17.86808,18.8928,1.046888,0.1415268,,6.3,0.684,93.0,10.0,Partial,Low,Direct reuse / refurbishment,78.2,SE,PRO (Producer Responsibility),ID,5.2,3198.0,144.757,False,7.4,RoHS Directive 2011/65/EU; ISO 14040/44 LCA; FSC Certified,False,True,False,False,True,0.778,Low,Bureau Veritas,2021-07-28,2022-07-28,ESPR 2024/1781 v1.0,Manufacturer declaration,False,Normal,,,,
DPP-CHE-00725,Chemistry,Solvent-Based Industrial Cleaner,EcoTex Nordic (SE),NL,2018-08-29,v1.8,kg,718.789,18,90.52,,0,27.7,,Iridium: 7.5654%; Europium: 4.3161%,11.8815,Formaldehyde,True,2881745.29,922158.49,518714.15,766544.25,674328.4,32.0,18.0,26.6,23.4,100,18517.08,75.1,242716.77,29.793,43.79518,15.1313,0.06554,1.3115114,79.2,,0.999,203.0,1.0,Partial,Not assessed,Pyrometallurgical smelting,95.4,AT,Municipal WEEE,PE,5.4,14984.0,2692.584,True,7.3,EN 15804+A2; RoHS Directive 2011/65/EU; EU Battery Regulation 2023/1542; FSC Certified,True,True,True,False,True,0.882,Medium,TÜV SÜD,2018-12-01,2019-12-01,ESPR 2024/1781 v1.0,Hybrid (measured + modelled),False,Normal,,,,
DPP-CHE-00726,Chemistry,Flame-Retardant Polymer Compound,Automotive Cells Co. (FR),DK,2025-10-15,v1.7,kg,113.724,4,54.29,45.71,0,30.8,14.5,Iridium: 3.2717%,3.2717,None declared,False,525282.65,86146.35,191202.88,151806.69,96126.72,16.4,36.4,28.9,18.3,100,5668.29,49.5,4306.08,55.408,4.83071,7.22267,3.697324,0.953837,95.0,9.2,0.556,145.0,0.0,Partial,High,Mechanical recycling,30.2,DK,Take-back scheme,PE,6.0,1135.0,32.269,False,8.5,ISO 50001; EU Battery Regulation 2023/1542,False,True,False,False,True,0.802,Medium,Self-declared,2026-03-20,2028-03-19,ESPR 2024/1781 v1.0,Modelled (SimaPro),False,Normal,,,,
DPP-CHE-00727,Chemistry,Solvent-Based Industrial Cleaner,EnerTeck (FR),CZ,2025-05-03,v3.1,kg,811.379,10,22.44,23.61,53.95,53.5,15,Neodymium: 2.4890%,2.489,None declared,,3000918.98,492150.71,513157.15,639195.74,1356415.38,,17.1,21.3,45.2,100,39428.86,27.0,259988.26,163.407,49.4719,5.77384,1.062046,0.8484562,36.4,8.5,0.709,167.0,9.0,Partial,Low,Upcycling to new application,74.3,FR,Municipal WEEE,US,5.9,13335.0,2704.935,False,3.6,Cradle to Cradle Certified; WEEE Directive 2012/19/EU; EN 15804+A2; ISO 50001,True,True,False,,True,0.963,Medium,DNV,2025-10-09,2027-10-09,ESPR 2024/1781 v1.0,Modelled (SimaPro),False,Normal,,,,
DPP-CHE-00728,Chemistry,Ion Exchange Resin (water treatment),Samsung Electronics (KR),DE,2020-09-23,v4.5,kg,835.399,11,70.71,29.29,0,30.4,15.8,Yttrium: 1.9424%,1.9424,Benzene; Phthalate plasticizers,True,3289745.89,1197467.5,1306029.12,1092195.64,-305946.37,36.4,39.7,33.2,-9.3,,25699.87,8.0,117048.58,125.992,13.51732,1.17279,2.742494,0.1954094,38.7,9.2,0.406,21.0,2.0,Partial,Low,Chemical recycling (pyrolysis),76.3,CZ,Take-back scheme,AU,1.9,9974.0,2083.067,False,1.1,Bluesign®,True,True,True,,True,0.782,High,SGS,2020-10-15,2024-10-14,ESPR 2024/1781 v1.0,Hybrid (measured + modelled),False,Normal,,,,
DPP-CHE-00729,Chemistry,Green Hydrogen Electrolyte,HeidelbergMaterials (DE),CH,2025-08-23,v5.7,kg,931.182,18,9.73,10.59,79.68,30.7,,Yttrium: 5.4431%,5.4431,Toluene; Phthalate plasticizers,True,1483673.49,,704744.91,583083.68,-451036.74,43.6,47.5,,-30.4,100,4265.86,53.6,,180.561,7.39972,8.17827,0.230302,1.5467304,29.7,6.9,0.37,35.0,16.0,No,Not assessed,Composting (bio-based only),25.3,DE,Municipal WEEE,RU,4.8,7503.0,1746.665,False,9.8,Bluesign®; EPD (Environmental Product Declaration); FSC Certified,False,True,False,False,True,0.764,Medium,Bureau Veritas,2026-02-13,2027-02-13,ESPR 2024/1781 v1.0,Manufacturer declaration,False,Normal,,,,
DPP-CHE-00730,Chemistry,High-Performance Lubricant,Umicore NV (BE),PT,2019-09-02,v5.6,kg,854.668,8,41.24,11.18,47.58,36.1,21.6,Rhodium: 7.1625%; Europium: 4.1888%; Yttrium: 3.9297%,15.281,Xylene,True,2375738.73,449014.62,1069082.43,553547.12,304094.56,18.9,45.0,23.3,12.8,100,7117.02,43.4,351193.7,104.802,29.79862,6.54389,2.851453,0.7908152,13.2,2.1,0.403,188.0,0.0,No,Medium,Energy recovery (incineration),39.8,HU,PRO (Producer Responsibility),NG,2.4,12740.0,2722.118,True,9.1,OEKO-TEX® STANDARD 100; RoHS Directive 2011/65/EU; WEEE Directive 2012/19/EU; EN 15804+A2; ESPR Regulation EU/2024/1781,True,True,True,False,True,0.548,Low,TÜV SÜD,2020-02-18,2024-02-17,ESPR 2024/1781 v1.0,Manufacturer declaration,False,Normal,,,,
DPP-CHE-00731,Chemistry,REE-Based Catalyst (automotive),Arkema SA (FR),CZ,2018-12-04,v1.6,kg,513.622,14,,,56.21,,31.2,Europium: 5.6828%; Terbium: 7.4970%; Praseodymium: 0.8692%,14.049,Heavy metal catalysts,True,936008.59,333219.06,238682.19,314498.89,49608.46,,25.5,,5.3,100,1221.34,60.4,117351.72,70.125,25.96682,4.77026,1.882277,1.6799271,40.8,3.2,0.998,212.0,9.0,Partial,Not assessed,Pyrometallurgical smelting,34.1,NO,Municipal WEEE,PE,7.0,10494.0,1347.487,False,7.5,ISO 14001:2015,True,True,False,False,True,0.613,High,Intertek,2019-03-15,2020-03-14,ESPR 2024/1781 v1.0,Hybrid (measured + modelled),False,Normal,,,,
DPP-CHE-00732,Chemistry,Waterborne Epoxy Coating,Veolia Environnement (FR),CH,2025-05-02,v5.2,kg,152.465,1,10.02,8.59,81.39,3.2,25,Cerium: 8.1065%,8.1065,None declared,False,468843.92,48290.92,133151.67,111584.85,175816.47,10.3,28.4,23.8,37.5,100,3667.46,71.1,363.0,146.284,39.1609,0.52025,4.103631,1.8029965,8.8,3.8,0.472,228.0,1.0,Partial,Medium,Pyrometallurgical smelting,72.0,CZ,PRO (Producer Responsibility),ID,3.8,740.0,28.206,False,2.4,OEKO-TEX® STANDARD 100; ISO 14001:2015; Bluesign®,False,True,True,False,True,0.713,Low,Self-declared,2025-06-18,2028-06-17,ESPR 2024/1781 v1.0,Third-party audit,,Normal,,,,
DPP-CHE-00733,Chemistry,Polymer Electrolyte Membrane,Solvay SA (BE),NO,2020-02-16,v5.9,kg,641.074,15,25.85,25.56,48.59,5.2,38.4,Lanthanum: 1.4565%; Rhodium: 5.3226%; Europium: 5.9484%,12.7275,None declared,False,383610.82,155362.38,126975.18,101273.26,0.0,40.5,33.1,26.4,0.0,100,10599.52,0.3,11519.15,83.992,49.60515,14.62158,2.909844,1.1196325,,6.5,0.821,174.0,9.0,Yes,Medium,Hydrometallurgical recovery,40.6,AT,Municipal WEEE,RU,7.8,15704.0,2516.857,False,8.2,WEEE Directive 2012/19/EU; ISO 14001:2015,False,True,True,False,True,0.787,Medium,TÜV SÜD,2020-06-04,2023-06-04,ESPR 2024/1781 v1.0,Manufacturer declaration,False,Normal,,,,
DPP-CHE-00734,Chemistry,Solvent-Based Industrial Cleaner,Verkor SAS (FR),NO,2023-12-07,v5.8,kg,150.317,6,4.42,27.22,68.36,49.8,14.9,Rhodium: 3.2054%; Iridium: 7.4694%,10.6748,Formaldehyde,True,416647.44,51664.28,,38748.21,141660.13,12.4,44.3,9.3,34.0,100,1748.0,30.7,23063.69,116.48,35.96428,4.46909,2.658694,0.8173041,20.0,3.0,0.984,121.0,5.0,Partial,High,Pyrometallurgical smelting,,CH,PRO (Producer Responsibility),PH,2.5,6985.0,262.491,True,7.2,Cradle to Cradle Certified; RoHS Directive 2011/65/EU,True,True,True,False,True,0.533,Low,DEKRA,2024-04-23,2027-04-23,ESPR 2024/1781 v1.0,Manufacturer declaration,False,Normal,,,,
DPP-CHE-00735,Chemistry,UV-Curable Inkjet Ink,Arkema SA (FR),NO,2018-05-08,v4.2,kg,83.941,19,28.1,71.9,0,,20.4,Rhodium: 4.7444%,4.7444,None declared,False,47559.84,15980.11,18548.34,6468.14,6563.26,33.6,,13.6,13.8,100,16.99,30.9,25478.94,84.47,28.53422,17.1268,3.901459,1.0053686,56.2,7.9,0.847,131.0,18.0,No,Low,Upcycling to new application,63.7,BE,Take-back scheme,PH,2.7,16732.0,,False,2.2,ISO 14001:2015; RoHS Directive 2011/65/EU,True,True,True,False,True,0.918,Low,DEKRA,2018-10-06,2019-10-06,ESPR 2024/1781 v1.0,Manufacturer declaration,False,Normal,,,,
DPP-CHE-00736,Chemistry,Biodegradable Surfactant Blend,Saint-Gobain (FR),PT,2021-02-21,v3.1,kg,980.267,10,12.54,11.44,76.02,24.2,38.9,Yttrium: 1.2534%,1.2534,Heavy metal catalysts,True,3366603.64,340026.97,1518338.24,700253.56,807984.87,10.1,45.1,20.8,24.0,100,26230.37,0.2,210440.42,189.069,13.44437,3.99121,0.376175,0.2021608,,3.6,0.769,183.0,7.0,Yes,Not assessed,Mechanical recycling,53.4,NL,Take-back scheme,CL,9.4,6734.0,1650.279,False,8.0,EPD (Environmental Product Declaration); EN 15804+A2; Bluesign®; ISO 50001; OEKO-TEX® STANDARD 100,True,True,False,False,True,0.498,High,Intertek,2021-07-30,2026-07-29,ESPR 2024/1781 v1.0,Modelled (SimaPro),False,Normal,,,,
DPP-CHE-00737,Chemistry,Ion Exchange Resin (water treatment),Eileen Fisher (US),DE,2021-08-14,v5.6,kg,456.342,14,29.13,18.99,51.88,31.1,28.3,Praseodymium: 2.9358%; Rhodium: 0.3147%; Terbium: 4.4222%,7.6727,Styrene; Phthalate plasticizers,True,1972493.03,256424.09,769272.28,512848.19,433948.47,13.0,39.0,26.0,22.0,100,19087.69,30.4,221982.51,198.361,6.03662,6.89666,0.145913,1.3381526,20.5,9.5,0.597,236.0,13.0,Partial,Medium,Composting (bio-based only),31.4,PE,PRO (Producer Responsibility),NG,1.7,14992.0,,False,4.8,FSC Certified; ESPR Regulation EU/2024/1781; REACH Reg. EC/1907/2006; WEEE Directive 2012/19/EU; EPD (Environmental Product Declaration),True,True,True,False,True,0.943,Medium,Bureau Veritas,2021-09-13,2024-09-12,ESPR 2024/1781 v1.0,Manufacturer declaration,False,Normal,,,,
DPP-CHE-00738,Chemistry,Green Hydrogen Electrolyte,Arkema SA (FR),PT,2025-05-11,v2.5,kg,797.33,15,34.01,16.96,49.03,53.0,10.8,Cerium: 5.7286%; Neodymium: 0.8460%; Lanthanum: 6.5257%,13.1003,None declared,,757135.12,302096.91,346010.75,39371.03,69656.43,39.9,45.7,5.2,9.2,100,22522.49,52.0,29045.97,0.552,23.65648,10.68247,3.736161,0.062077,44.0,1.9,0.637,82.0,11.0,Partial,Medium,Second-life cascade application,64.3,NL,Industrial collection,IN,5.3,8006.0,1595.856,False,3.9,RoHS Directive 2011/65/EU,True,,True,False,True,0.66,Low,TÜV SÜD,2025-06-10,2029-06-09,ESPR 2024/1781 v1.0,Manufacturer declaration,False,Normal,,,,
DPP-CHE-00739,Chemistry,High-Performance Lubricant,IndiTex Group (ES),IT,2023-01-08,v1.4,kg,599.299,13,20.13,31.44,48.43,15.3,24.4,Lanthanum: 2.5683%; Neodymium: 3.0039%,5.5722,None declared,False,535864.82,90561.15,108244.69,145755.23,191303.74,16.9,20.2,27.2,35.7,100,29938.1,22.7,266750.5,113.264,13.30695,10.4771,1.601096,0.0360629,15.7,2.4,0.485,216.0,5.0,Partial,High,Direct reuse / refurbishment,59.7,CZ,Municipal WEEE,CA,6.4,5835.0,874.227,False,1.2,CE Marking; Cradle to Cradle Certified; ESPR Regulation EU/2024/1781,False,True,True,False,True,0.533,Medium,Bureau Veritas,2023-05-15,2025-05-14,ESPR 2024/1781 v1.0,Hybrid (measured + modelled),False,Normal,,,,
DPP-CHE-00740,Chemistry,Solvent-Based Industrial Cleaner,Samsung Electronics (KR),CH,2025-05-06,v2.1,kg,188.63,7,21.74,42.83,35.43,56.5,37,Lanthanum: 0.9265%; Europium: 4.6613%; Praseodymium: 8.3558%,13.9436,None declared,False,48314.22,8116.79,17876.26,8841.5,13479.67,16.8,37.0,18.3,27.9,100,2386.03,79.9,30339.34,118.898,0.31927,19.10486,3.509859,1.8347903,57.1,5.4,0.514,,7.0,Partial,Not assessed,Composting (bio-based only),89.7,CN,Take-back scheme,US,2.9,12339.0,581.876,False,5.5,OEKO-TEX® STANDARD 100; ISO 14040/44 LCA,True,True,True,False,True,0.999,Medium,DEKRA,2025-10-21,2026-10-21,ESPR 2024/1781 v1.0,Third-party audit,False,Normal,,,,
DPP-CHE-00741,Chemistry,Waterborne Epoxy Coating,Renewlondon Fabrics (UK),BE,2020-04-12,v3.6,kg,456.829,10,53.6,,,7.8,27.3,Rhodium: 6.7483%,6.7483,Formaldehyde; Heavy metal catalysts,True,163264.23,41632.38,62693.46,29714.09,29224.3,25.5,38.4,18.2,17.9,100,4910.34,68.4,220872.18,9.241,29.41599,2.18836,3.545735,0.446471,55.7,8.8,0.89,67.0,10.0,No,Medium,Pyrometallurgical smelting,11.9,AU,Industrial collection,ZA,3.4,12142.0,1386.704,False,9.4,EU Battery Regulation 2023/1542; ESPR Regulation EU/2024/1781; FSC Certified; EN 15804+A2,True,True,True,False,True,0.603,High,Bureau Veritas,2020-10-03,2022-10-03,ESPR 2024/1781 v1.0,Modelled (SimaPro),False,Normal,,,,
DPP-CHE-00742,Chemistry,Flame-Retardant Polymer Compound,Freyr Battery (NO),HU,2021-03-02,v4.6,kg,438.48,17,15.52,30.22,54.26,2.3,9.9,Terbium: 5.5460%; Europium: 1.8552%; Rhodium: 3.0508%,10.452,Styrene,True,1107672.67,381039.4,438638.38,378824.05,-90829.16,34.4,39.6,34.2,-8.2,100,7061.88,49.4,29474.46,159.062,24.8882,3.47823,2.06973,1.9882896,43.6,8.2,0.324,10.0,11.0,No,High,Direct reuse / refurbishment,40.2,ZA,Not established,BR,8.0,3717.0,407.458,False,9.4,Cradle to Cradle Certified; RoHS Directive 2011/65/EU; ISO 50001; EN 15804+A2; Bluesign®,False,True,False,False,True,0.773,High,Intertek,2021-05-17,2024-05-16,ESPR 2024/1781 v1.0,Hybrid (measured + modelled),False,Normal,,,,
DPP-CHE-00743,Chemistry,Bio-Based Polyurethane Adhesive,Evonik Industries (DE),AT,2022-08-19,v1.1,kg,276.831,18,48.17,39.59,12.24,31.7,25.3,Lanthanum: 2.6826%; Iridium: 7.8357%,10.5183,None declared,False,1221921.36,342137.98,599963.39,355579.12,-75759.12,28.0,49.1,29.1,-6.2,100,13382.48,48.7,,31.109,6.9821,18.38175,4.374024,1.2229784,15.2,9.4,,208.0,12.0,Yes,Not assessed,Mechanical recycling,,PL,Municipal WEEE,IN,3.2,4791.0,331.574,False,,FSC Certified,False,True,True,False,True,,High,TÜV SÜD,2022-10-11,2024-10-10,ESPR 2024/1781 v1.0,Third-party audit,False,Normal,,,,
DPP-CHE-00744,Chemistry,Ion Exchange Resin (water treatment),Verkor SAS (FR),SE,2023-02-16,v1.6,kg,551.288,20,15.89,26.72,,2.2,30.9,Europium: 1.8257%,1.8257,Toluene; Heavy metal catalysts,True,2483421.34,499167.69,568703.49,355129.25,1060420.91,20.1,22.9,,42.7,100,2121.33,28.7,51408.12,108.485,11.8945,13.42932,3.7103,0.5449292,,9.4,0.937,83.0,9.0,Yes,Medium,Pyrometallurgical smelting,22.5,DE,Take-back scheme,ID,8.1,6039.0,832.307,False,4.4,ISO 50001; ISO 14040/44 LCA; EN 15804+A2; EU Battery Regulation 2023/1542; ESPR Regulation EU/2024/1781,True,True,,False,True,0.581,High,Bureau Veritas,2023-06-21,2028-06-19,ESPR 2024/1781 v1.0,Third-party audit,False,Normal,,,,
DPP-CHE-00745,Chemistry,Polymer Electrolyte Membrane,Verkor SAS (FR),PT,2024-04-08,v4.8,kg,986.602,14,17.19,39.43,43.38,11.0,18.6,Yttrium: 4.0621%,4.0621,None declared,False,4163556.82,1128323.9,1661259.17,911818.94,462154.81,27.1,39.9,21.9,11.1,100,31254.88,49.3,380188.97,197.896,8.02861,7.34054,4.880738,1.5975713,54.3,9.2,0.338,161.0,3.0,No,Medium,Second-life cascade application,11.0,BE,PRO (Producer Responsibility),AU,1.5,977.0,240.978,,6.4,EN 15804+A2; FSC Certified; ESPR Regulation EU/2024/1781; CE Marking; ISO 14040/44 LCA,True,True,True,,True,0.875,High,Bureau Veritas,2024-09-04,2029-09-03,ESPR 2024/1781 v1.0,Third-party audit,False,Normal,,,,
DPP-CHE-00746,Chemistry,UV-Curable Inkjet Ink,Verkor SAS (FR),PT,2025-04-13,v5.0,kg,45.46,8,86.51,13.49,0,21.4,28.6,Neodymium: 0.9379%,0.9379,Toluene; Xylene,True,7118.43,2470.1,1103.36,1017.94,2527.04,34.7,15.5,14.3,35.5,100,401.48,49.2,5015.57,69.987,,6.91453,4.477295,1.6481549,31.9,9.6,0.831,234.0,,Yes,Not assessed,Pyrometallurgical smelting,92.5,IT,Industrial collection,ZA,7.2,11537.0,131.118,False,6.8,REACH Reg. EC/1907/2006,True,True,False,False,True,0.496,Low,DNV,2025-06-23,2030-06-22,ESPR 2024/1781 v1.0,Manufacturer declaration,False,Normal,,,,
DPP-CHE-00747,Chemistry,Waterborne Epoxy Coating,HeidelbergMaterials (DE),NO,2023-07-12,v1.3,kg,601.458,19,2.15,19.29,78.56,33.4,12.1,Yttrium: 7.9886%; Terbium: 1.8626%; Praseodymium: 1.6911%,11.5423,Formaldehyde; Heavy metal catalysts,True,2817592.47,1014333.29,1310180.5,653681.45,-160602.77,36.0,46.5,23.2,-5.7,100,,43.0,,31.066,33.0944,19.5404,0.379813,0.5349307,77.0,1.5,0.699,96.0,5.0,Yes,Medium,Composting (bio-based only),24.7,PL,Industrial collection,IN,6.0,15731.0,2365.384,False,1.7,OEKO-TEX® STANDARD 100,False,True,False,False,True,0.63,High,DEKRA,2023-10-15,2025-10-14,ESPR 2024/1781 v1.0,Third-party audit,False,Normal,,,,
DPP-CHE-00748,Chemistry,Bio-Based Polyurethane Adhesive,Umicore NV (BE),PL,2023-03-12,v5.1,kg,537.413,2,4.85,,,56.9,,Iridium: 6.4032%; Lanthanum: 0.7603%; Rhodium: 6.4781%,13.6416,Heavy metal catalysts,True,359211.55,159489.93,141170.14,27659.29,30892.19,44.4,39.3,7.7,8.6,100,1690.56,26.7,112545.01,77.084,2.94371,0.6137,1.882045,1.2758281,46.0,4.9,0.406,169.0,1.0,No,Medium,Second-life cascade application,56.1,BE,Industrial collection,CA,4.2,4985.0,669.751,False,3.5,RoHS Directive 2011/65/EU; Bluesign®; ISO 14001:2015,True,True,True,False,True,0.667,Low,SGS,2023-09-04,2028-09-02,ESPR 2024/1781 v1.0,Hybrid (measured + modelled),False,Normal,,,,
DPP-CHE-00749,Chemistry,Waterborne Epoxy Coating,BASF SE (DE),DK,2025-06-06,v1.9,kg,570.884,6,79.94,20.06,0,-40.84279454703478,35.4,Neodymium: 2.9966%; Yttrium: 2.6536%,,None declared,,1446880.08,,570070.75,124431.69,215585.13,37.1,39.4,8.6,14.9,100,4112.91,0.2,9486.33,118.077,9.75956,4.58693,,1.0211509,88.0,1.8,0.779,162.0,1.0,Partial,Not assessed,Pyrometallurgical smelting,44.9,SE,Not established,RU,4.7,4312.0,615.413,True,3.5,Bluesign®; EN 15804+A2,True,True,True,False,True,0.778,Medium,TÜV SÜD,2025-07-28,2027-07-28,ESPR 2024/1781 v1.0,Manufacturer declaration,True,Negative recycled content (format error),High,,,
DPP-CHE-00750,Chemistry,Ion Exchange Resin (water treatment),Verkor SAS (FR),BE,2024-09-12,v1.9,kg,395.114,6,52.58,14.54,32.88,36.0,16.2,Terbium: 6.3296%,6.3296,Toluene,True,725952.07,,227948.95,72595.21,139382.8,39.4,31.4,10.0,19.2,100,7849.75,6.3,,0.869,7.253,,2.581763,1.2364635,39.3,8.8,0.497,125.0,0.0,Yes,High,Mechanical recycling,29.1,IT,Take-back scheme,PE,4.7,4873.0,481.348,False,4.6,CE Marking,True,True,True,False,True,,High,Intertek,2025-03-08,2027-03-08,ESPR 2024/1781 v1.0,Manufacturer declaration,False,Normal,,,,
